index,device_id
112,3471406409634935779
113,-367289204507809713
114,3770661194853437845
115,7050098611927002913
116,-6643991465200031967
117,8251004744628997955
118,8886962191829501435
119,6826127593897520806
120,-2754054230942910206
121,6233132311359663813
122,6915406113064580567
123,-3128312906543554897
124,-3663568202459459303
125,-5778600911732361805
126,-6966883855082100809
127,-3387327590617323684
128,1684955463337167316
129,-2010019061312728589
130,-5375155494253838850
131,7182346104143692228
132,5375599021847302819
133,4424928764046125276
134,8604653979389724234
135,7552016939604087354
136,8985783030236173035
137,4325947949999587599
138,-3174802636319946153
139,-8654495758535574249
140,6659973857618138508
141,-5518842978165649229
142,4451197949420158217
143,-52226208973527772
144,6852375990314382689
145,-5217103392159766178
146,3571144131058307071
147,760423333010595441
148,8080171769957967741
149,2010853208400422281
150,-2930601941553674470
151,-5543610845285849463
152,2171055838848174406
153,-5062209597631822632
154,5677530781785865733
155,-4254612260635864733
156,4675620132411102686
157,-2100075831002855226
158,-150047720178007169
159,5388979319207199921
160,-1704288136425708255
161,-4864412200268155485
162,8712370644448825829
163,-3079287377345769722
164,7034398645037274856
165,-7846887576415409358
166,-5801363697084892835
167,-2420900293850346698
168,-2022219983754503187
169,3498568427470130785
170,5980815297357416305
171,-4875976923529371032
172,6544628805422516579
173,-3433495716950355461
174,9056505755479601550
175,6327004567252588764
176,-7397830428256703009
177,-3010632980303922521
178,1907649599141350801
179,5921525296969342076
180,-5991505411218057358
181,-3758378446687660442
182,4016814557224635634
183,8625281123074269963
184,-7155173272007349434
185,-8834947007957720525
186,-7156753900236744093
187,-4535161336739893213
188,-574878145467115574
189,5458089562584018754
190,7566051280927280645
191,3037914034795861676
192,6202339033855724456
193,6843055845813194857
194,8628885216480146053
195,91773919792193220
196,8473890839331480203
197,-6997478151252906763
198,4362905078034354894
199,-4384055656840357118
200,564491539854476891
201,-214409360528054095
202,5622920607988883739
203,8759344486329754422
204,-7588975611629094196
205,-1540573801328129375
206,5174704076818038741
207,-2726318754486233690
208,-3170054917013436267
209,3484136078624886208
210,8451048210552929882
211,-4494075392375804190
212,-558752947580979985
213,3398569345870445682
214,-3139213190647208346
215,6073136494353169594
216,-7849561104446822356
217,-1430394208121515885
218,6406570036370669308
219,-8167786998992613248
220,8384377185329871208
221,-8322119955275642020
222,-3915804622733349802
223,-6654673665275268477
224,8716647209548177047
225,-1950376728434846296
226,2938960698021906841
227,-2987056063529524480
228,-5606647808779172667
229,-8577080855497815549
230,-3794621441265859613
231,-1666214655432214471
232,7593634508685226266
233,-2421797120121900695
234,3200064603687331822
235,3730216905262581645
236,-632620190411845102
237,-7344060563154038212
238,-8870725228944591313
239,-1758033450703284218
240,2585864470464205986
241,3271538568457312072
242,2672928858170991808
243,5317843922758056841
244,9003390463520274000
245,-1269347999196661121
246,9073944727630147699
247,1627536878315755736
248,-3385849910825246878
249,-3833837329173246306
250,6522658220502127246
251,-7501359265399611027
252,-469010070740405950
253,6197879833779127792
254,5147079968593783256
255,6008083118690618490
256,-3204873506967126173
257,-7006537844510982876
258,-6837700150949859681
259,2188784817621037083
260,769943570716050356
261,7678779369865249280
262,-9061013596669128821
263,6305485365848128499
264,64039616319752963
265,1923364524530740653
266,-1291777568991353280
267,9192044922398062515
268,-853852525302341333
269,7033427302761591463
270,-1922281812783646547
271,-867408276293050968
272,-9004496616297939238
273,7743610199617736150
274,-843080840569501276
275,3669764939200573628
276,3010974422078283719
277,-3591235350383666552
278,6612078330302817839
279,9175068163690097939
280,-581114523035230568
281,686193243445452515
282,4421623154463716712
283,-7228735519652101061
284,-4740215680721212367
285,5386526132657028961
286,4112264382371158288
287,970875079172286227
288,2254349703100942065
289,3720846105409821487
290,6339332208834793325
291,4739747166004380956
292,3313393434765274803
293,1718062570985125631
294,2887688927805813613
295,265623075029539893
296,4015457268205327714
297,-1060703050255967208
298,3070711328557979809
299,-2216574403505262394
300,-5601877104036522831
301,5333872006968812430
302,1952836643153250171
303,-8991982347629763907
304,-6170838988894547423
305,6347450895362655747
306,2199459928390651837
307,6747411577344713454
308,-7371106896662049301
309,1067028195654817543
310,-7792541181750668171
311,6111432998985902281
312,744429493862944732
313,2471345878107133370
314,-5612149192065093778
315,-3172743863985713715
316,3916583615745849821
317,-2032922352338231030
318,-6784011018435991707
319,-2772868799522208117
320,-5324056661800389653
321,-602478962938597911
322,-1813197798352490048
323,-6547115726871016350
324,-8141562064799954539
325,-1030254596558002360
326,-8915597671802094615
327,1748148136102536545
328,-2640978126387958865
329,-3925704457258524692
330,4643264294252465719
331,-8398317070825713222
332,565376061321759384
333,158341003605624477
334,-4431451414372900339
335,-6435361698485804597
336,-5190373933886900097
337,-5183672464325953035
338,2558107209646046932
339,-8138100208350559977
340,-8000346080867820930
341,-1194946814056784281
342,-8414493380278013374
343,-7445338073907384614
344,-7693734478736764234
345,-1259270029419409367
346,3998950325388704209
347,649994868937856079
348,390138072678822129
349,-1649835021445568723
350,-7707847491347618527
351,-1920719076294350666
352,4609620463532697706
353,-1025590636524614616
354,4227619956562401447
355,2237349758691628539
356,1543387234552136155
357,-8397927529026584879
358,931497623158921771
359,-7399695264397636262
360,4939801286717730030
361,-181234785184251006
362,7201763396926453335
363,-8324527123679106230
364,-7868922663453980926
365,2525644337909035612
366,-3486613131964343362
367,-4726686064847605475
368,6157924215968765691
369,7665493621669434669
370,-1373983978834957978
371,-3669158668652229943
372,-8887147774481730125
373,5669959039838238816
374,6555877017396443385
375,-4339346913008093487
376,1652764977655678390
377,4835550909486210187
378,3345850694879477383
379,1139946497677115857
380,3514725833473776996
381,7548795466428524847
382,7781400466016732796
383,458580601030097413
384,592242993695707655
385,-4893329166870419832
386,6720266371232565656
387,-7228131901120721772
388,-148407050742462858
389,-7296611645649401682
390,-8648548302223737972
391,-8273967624508163768
392,-5070029509573634841
393,8292493253247976013
394,-7608317059726234478
395,-5548592492112373406
396,-2818733962805166274
397,6357902459704730543
398,3103832349806145220
399,-8529359543457542865
400,9210081457087771903
401,3388160028970129930
402,674797336825361094
403,-2818127251459108244
404,-2076818126062274601
405,6991051957078230900
406,5701788007078833541
407,-4620629590447848569
408,-282716438821973107
409,1991747998260541631
410,-5976626305027476717
411,-3564612841303810928
412,-6972161348840663771
413,9220914901466458680
414,3218504619866875484
415,-8485003585845041074
416,-4479500847977668879
417,-2092199160788524785
418,-4009519768518592018
419,2112259595794531650
420,3257214723846203624
421,4936063047546758457
422,6767284396147964721
423,-5308468299573036698
424,-4842725324341720720
425,531315017696226937
426,6369260066658183486
427,3264641595455891462
428,-2487325873359913803
429,-8857070265364590135
430,5114780176800974912
431,13046791258635929
432,-3603109123597117163
433,-1125956635991453634
434,-483674663059226774
435,7884579183416074756
436,1528562242993162308
437,7094278252602686038
438,7204474124399809648
439,325850566508592373
440,7754522841579926940
441,5838180418202481702
442,-1291799439670853476
443,8293162110903158874
444,7121472058287854
445,1479022937475472552
446,-6672877056143385791
447,1368575130116959809
448,-9004407184336726341
449,6848196708875853550
450,-5595697052312678242
451,515179376967240182
452,1616878842383586091
453,8804133504099896949
454,7230688931222713019
455,-5793583571417917739
456,7173098079260067016
457,6454521924607113090
458,2280762338755600619
459,-1026358766827964909
460,-3704654392141819052
461,-329979107097464780
462,-8755360321217593069
463,7465099809746662279
464,2751101715222743079
465,-5536578010933234558
466,8862900005705408586
467,3964358227080490162
468,5178607734587385157
469,7793671871073765284
470,628707548637216489
471,-5724156060277493864
472,4977719291422184038
473,8693184378709072446
474,5371359207907872470
475,895916297856633529
476,354086553909689364
477,-6601962188528353005
478,5644606195425381750
479,5436078723723296244
480,-7534283352498534711
481,-2653963747618400144
482,2629293013880720551
483,-1491631902846560888
484,387904771848178909
485,6294839272100710237
486,1821809192721249765
487,2195857771402123024
488,8496454933599442222
489,-4679094617832829680
490,9188977403339772569
491,-4401622178920791922
492,3371155894388331493
493,9008209922450979985
494,-6822846597800440832
495,2844831658308797038
496,4326884608419501390
497,3087184292981504238
498,-2282837942581706136
499,-5562411918839260725
500,-1587209982895970033
501,5438873127146086766
502,-2433926929401534333
503,2668465248418942388
504,-8060006852957807962
505,-5905905894282141601
506,-4752753154071240335
507,829779105941895176
508,4940470469972165699
509,-6575037901455341948
510,-4525900052180696346
511,8915610511958695063
512,-4884205646661643918
513,-1509113910693001366
514,4494364179439811570
515,-368891589199057645
516,-1298668774396950692
517,5714464958077389628
518,3736963183559507851
519,2149519771251435472
520,8323683672557557344
521,-243186812835285661
522,-5390957568201322541
523,-2814797517672558292
524,7756734309936741670
525,-3027329043563256189
526,-7907596909127708083
527,3635321738417886774
528,1162036190396541958
529,-8536979210429233393
530,-1995275285885669926
531,9085991794772192888
532,7394522535595506958
533,-3651645366321067287
534,4377529131653022431
535,-4799175157258219833
536,1490012142157320529
537,5212312893329729
538,-6935222475311224645
539,3558602119006800055
540,1499413091931003345
541,-191765503743399265
542,-5176946741335337853
543,-342079058100547698
544,-1825428870639321563
545,9042166092128162691
546,-177922649506935108
547,-332944879186029809
548,395902590851457094
549,-8554257273027498836
550,-4273746860044367715
551,4811861041836460092
552,-2893032545780629670
553,-7013002545922689798
554,4843417920422187694
555,6491359293998165530
556,6059279980804079712
557,-430416760943620390
558,3638984625423185343
559,9175393778250812722
560,3325720038511858029
561,5941422641899445486
562,-1055118365658933009
563,4839996648796184886
564,-9142943697566922084
565,-8107975583361220551
566,2869983668940758649
567,7580049632428848261
568,-1401561725248093485
569,6803373767965987021
570,3394706663146261648
571,667071715174658759
572,-2301041557136972941
573,-5752648206646141587
574,-1165556576574382693
575,3398950345615708570
576,1462162479920619954
577,3907149164671755798
578,6684932549087844722
579,-8161910503433321023
580,4885743168615336812
581,8342359186274328530
582,4769299531552394093
583,-1093883751871334134
584,-5392476162277178472
585,2565244481270050236
586,-8381874657783063777
587,-6435473709758198594
588,-5863315423418872801
589,5105507814022494936
590,-1353751242863405985
591,-6482928907299119094
592,7166563712658305181
593,-7092616170217656710
594,-1834418052728911761
595,3630301746054227578
596,-7346036602447214033
597,2988636152324315893
598,8926882710197262242
599,-748748122553844482
600,9216925254504446539
601,4676982795249941605
602,5238027069862437718
603,2028487352756893074
604,8924059047955581840
605,-332320799110944633
606,-1753306043897539297
607,8447761695051179696
608,-822784197347953366
609,3199162605473499934
610,8880239073913888885
611,1783956647027456686
612,-7006851447434434623
613,4182191404804894224
614,4034506120802628544
615,-3996718602861993582
616,-2770221067544119273
617,4840792297921157585
618,653260956583693582
619,611470997829698617
620,1773380186265284830
621,-3180280054671579920
622,631738266581757415
623,6361091560441748421
624,-1766929370877130365
625,-2826224461151371094
626,-6622744775810771995
627,-1229043615960549458
628,-5945289615445513012
629,4839984114455319090
630,1578896420564656155
631,8535054564501882848
632,-1927239126591229232
633,6315035146338453029
634,-2527062589884474733
635,5877670391169573812
636,174181722568243475
637,3016593710441568036
638,-4355593823021910632
639,-1594598887642659524
640,5642002162138626702
641,-8653748512040280849
642,-3143994127287664850
643,-7295927205436155452
644,5699298784535817356
645,-2200024706981051998
646,2534873794661569697
647,-4024045431329091756
648,2295197942422576475
649,-1007249684892521754
650,-5874641923149385643
651,-8668435756528084398
652,-3271942948432756010
653,-4833982096941402721
654,-8739296758054568896
655,4531022220344008030
656,-8253598202904686280
657,-6856640118292001203
658,8584404085632165718
659,8156386959421550935
660,2309844822671471280
661,-7363549161479412276
662,-1815417689505358175
663,326714934536609079
664,-6846391512395862165
665,3693518689691675745
666,8412189324834020359
667,-2777281022421375502
668,-3926780516486003005
669,6009117390732377471
670,6248605202189528438
671,5593453346344272897
672,8347182499127447539
673,520055756506152816
674,5650298520506608062
675,-4075403467887576570
676,802885046780861828
677,-4328550926762228464
678,6356179019102873408
679,2060950740980726861
680,-227427423406328310
681,-3650852731987265648
682,-8810315790894903509
683,6757373257210324848
684,-7230865446330830747
685,2991303903493588885
686,2723286718956080743
687,-5761259307584729199
688,6836080214268749320
689,-386392493863870021
690,3442315906307870528
691,-8345021609468277416
692,-5343021472901720319
693,7826519609729655346
694,-7487833332033295740
695,1482311036152277600
696,5736471377595129831
697,-3088419092052298425
698,-4072338791213367477
699,241379725511889017
700,2478604960924129294
701,460735825606524658
702,6620581354344689625
703,6655971428462430758
704,-7655873196685547711
705,-1032314008070376821
706,8634334158397048479
707,-7434487739451886718
708,2996766948673033256
709,1283398143323256261
710,-138121047961374283
711,-8055751200931888769
712,4861813234983623078
713,-5127356298948955631
714,-6699673411903332868
715,-5490039167813423071
716,-5933668932368778172
717,5497657694491142554
718,-81540237827923632
719,-3214635607065948833
720,-4679343315052291448
721,-3782962401338229084
722,-3455899917465606994
723,7795572929872660611
724,641330784972133806
725,8258605765882072240
726,7429633015672230591
727,3422301710514834193
728,2914181808669062920
729,-8382476895154120107
730,-8599733890918814220
731,-8917082994343888003
732,-4548680328900557879
733,-3477389573844314442
734,4324531331991496761
735,5551684996975714852
736,-7699785008521509272
737,5972355681178859753
738,-9086124425935463138
739,-7304286245029037081
740,-8585799136464655303
741,-2591070912341607669
742,6241088195324582196
743,-9165078741528677753
744,-1168860604849766626
745,3613592745233452575
746,-677574338747642072
747,249244883481236186
748,-7105988917740046513
749,2806677081735845199
750,-5918089924769918518
751,-4806108985875971600
752,-7537946588695097357
753,-5141073526484228022
754,-822333793260585666
755,5423415905840737854
756,3882243340396421013
757,1506920270533430028
758,-2005296343999020369
759,8193220970962137462
760,-4735248111845817967
761,1593984981330921263
762,-4915287593849039304
763,3235090868935169536
764,3501470306085506711
765,578122657351836716
766,6276496135135991037
767,7863242165526440455
768,5215387180197580375
769,837153889847651998
770,2371092548232926515
771,7675128010590897219
772,-2058297558737956305
773,-5672711529563845346
774,-7509127332023928061
775,6696940936379634653
776,-8551841736749653450
777,9094330558554507528
778,-1572578301550423891
779,-6127113861188221014
780,-7409160143084173601
781,1538988270809917029
782,-3260379881651773178
783,-7433583367353064881
784,928040807049483949
785,7316907864492465268
786,3670076507269742416
787,-7486188513282089100
788,865877553718878555
789,-659324145722108979
790,-4151647276055458339
791,6376512333613657878
792,-4118418082338791025
793,8033965315451503142
794,999208698621622641
795,3862448815156123127
796,-3727582332160961963
797,-559827801669334814
798,-7044162184703847608
799,-5827952925479472594
800,1909786607777735274
801,-4678568395484275196
802,6201851326375590778
803,-1738774071835303931
804,5409957710992653693
805,6415071564399674626
806,7715946606178828084
807,1271622673586146475
808,-1330318838061709509
809,4132581133242971947
810,-4761866090325810221
811,-7595345130903817091
812,8036458651669018186
813,-209646222126465462
814,-3334468769481113574
815,6052910239061883453
816,-6892533809743399531
817,8541553197000453434
818,-576705601804511058
819,-8050405025022614936
820,-5277461274565236717
821,-4811228406734340482
822,-5855055157586011756
823,1832960068227528832
824,2399106589987177423
825,4294220300091885386
826,-3441949644822144862
827,1468360098941880503
828,-978580597621522329
829,-1329994336203801328
830,-5555698806472891063
831,8411165336765859406
832,36898248647425298
833,-6249323376474559943
834,7493707946070599469
835,-8011179549764484260
836,8671787911818554707
837,8493092810494922248
838,-2654464101618096760
839,-8765522053780048018
840,-4119191226942918478
841,-842856022789569151
842,8991517559224531436
843,9119688050671452067
844,-4668346570301075873
845,-3831204301293358166
846,-4555452203851131217
847,-3015295952222492926
848,3172382863188913246
849,5751952972306682825
850,2584302852836068043
851,5671407521231318765
852,-4470964518346740820
853,-948152250695716655
854,-8499290930200624721
855,8638597371309276534
856,7032817590707610495
857,8335011246796499432
858,-5998937170771079797
859,-5729394417354262401
860,-8891316860822587526
861,3859000541588580077
862,-941605740552358285
863,4570437697312723437
864,6369843833751496250
865,-4949698510474098057
866,8412952159110519565
867,-6136609966525068795
868,-8804138957870305351
869,8345277344516890919
870,-5619045738334550795
871,-3555436734838334307
872,7419878192145406668
873,-5957910464696597798
874,-2407220776645356540
875,8614548572474042368
876,-7493825418224629816
877,5854440389230560287
878,-4803185303956479947
879,-7443632680011158649
880,2908697534216012493
881,8529049569507109094
882,8337268541430531906
883,1674488115256346770
884,8011226863669745839
885,3104839847978860967
886,-1055765928777351182
887,8246001591021385754
888,-4968824142785510520
889,4303790231757128922
890,5981792012754638471
891,-5822227790534652801
892,-306167358995411085
893,4902888041743039785
894,7432174146172062352
895,2135641468120303924
896,-3577644804811514105
897,688446349087723039
898,2661860054321708292
899,-1652871882320738645
900,-9016203189439526332
901,5930585617341970360
902,-8358703198824267984
903,7888731058644171639
904,-2023966340620364548
905,-1100789682011549520
906,-7410516527666535620
907,2286304803496321677
908,-3101169503069422501
909,-9101136702913293314
910,-2210189880055661918
911,5632569279814453426
912,4855115511653328385
913,1301637901127532905
914,1111316685523543530
915,-2258313466145425778
916,7450255478604678057
917,3750096294858511612
918,860178399590946825
919,-2611733232907371667
920,-4278500971999977026
921,-1418792188551084465
922,5594097558321786248
923,1236377994361366309
924,6468498217681823666
925,6249783004438689182
926,1717493929491143143
927,4011484196739437449
928,706659152373228672
929,6761126820111658892
930,-6469448607022233912
931,620615304016028802
932,-705149566444616518
933,3341753859888209199
934,-2953504424966278169
935,-7750385798755361653
936,-9055952824006880978
937,-842355539209859217
938,-8297467375165356813
939,2905362259416474453
940,-1058414138424410153
941,-4042003612077960967
942,-4661110317294788178
943,-7750884207853054693
944,821550655061222808
945,4345845133207828381
946,3865339332293096447
947,-3592856128997831594
948,6839516248940458456
949,938735566369219093
950,-5444703814462630816
951,273810396963165160
952,-3041504961684287407
953,-3334890710594009341
954,3231271499341413123
955,-2162802685025254699
956,-5602517109606228066
957,7552416275528616258
958,-1280327944751299061
959,-2623774139840303921
960,-2831902398235305114
961,-5683702539402399450
962,-5885877860890133979
963,7215207495115058024
964,186881396495101079
965,3033188622001349091
966,-8475614001582282187
967,-6238286127300019791
968,-1510702656461046472
969,7535192616308003823
970,1149133615402418542
971,4000507644700986586
972,-6309682727817677143
973,4286895158881116350
974,6258630466726313822
975,-8478417775657613518
976,-2391976359196360092
977,3497827818747535166
978,-8361796801002522756
979,-7930309703209645213
980,-6691422097592625407
981,1406808744123453321
982,-8282411334911930099
983,3384688908380351106
984,-4119382395654286255
985,2992324608287161046
986,4426355042952056772
987,2624731578884481922
988,2611473075402941400
989,-5079362369027708304
990,-5413153386075221632
991,-467070000936996697
992,-2266156591012373480
993,-4608837671295138304
994,-6099052844729790146
995,-3682663129541887814
996,-6814518689288407940
997,7302922394824859499
998,985178220933663191
999,6227182300701906875
1000,6848020536467115317
1001,8018419853875172409
1002,-6698594906943319966
1003,-8062616309671626717
1004,4453757595034396859
1005,-7172916949501348826
1006,-9054457302185579257
1007,-669426881946113309
1008,3389875783935247077
1009,-6210104216216712017
1010,-9003202516657721840
1011,2644468582442889120
1012,966019560095091560
1013,8992576008426036816
1014,8512765792328360468
1015,-5217814244410275705
1016,2477766252972167554
1017,5236604163767737669
1018,3077133957621611412
1019,2046191783138440604
1020,-8182141642573793330
1021,6018458536132082731
1022,-8036879440891026228
1023,2415000308405618006
1024,6255127333286662146
1025,5542358161230627344
1026,-5488470695993235309
1027,-8309820402004676798
1028,7052266492874294808
1029,2223741600210060467
1030,-6250374472097445840
1031,4275041859770428607
1032,6334419945680130042
1033,4011708534097676964
1034,-98304245079629494
1035,-1968053005968676353
1036,1834389478016206260
1037,-5983214694470462386
1038,-8238018502287481038
1039,-8958391061069604375
1040,-7714236320541764285
1041,-2679150906861166602
1042,-4443862036100897570
1043,7794998998001266446
1044,-7261935474625053047
1045,-2107978186362604923
1046,2127093668282925075
1047,4344594576919177640
1048,-945151652116742914
1049,2610470509067672697
1050,-8951776441090610459
1051,-829314833267305222
1052,7437407516803279522
1053,-8448840466355913965
1054,5423030573796451874
1055,-1470062299214568991
1056,5941240169554970814
1057,-2499726554654279270
1058,7510499494994666828
1059,1438236443386082048
1060,-7135060572554987632
1061,-4274681538107771662
1062,-744475600656645305
1063,-7232162447289736855
1064,7424038494523940735
1065,3059414735691982900
1066,4641500661675079344
1067,-175000011380408375
1068,-1780157679979930008
1069,4133040558909839843
1070,-5824680242768073108
1071,3623380419369944503
1072,-4456753392103824604
1073,-7870527724136275856
1074,7511518748534901000
1075,1869577308086557056
1076,-3866584776969194341
1077,-3712098829324685898
1078,-4055734872274442413
1079,4239892963042947251
1080,-588540950869818785
1081,-2340384516022133532
1082,8076959211348069982
1083,7081441996974399295
1084,-7821826839247758078
1085,-4655906437547858948
1086,-4907020688694123238
1087,-4449810920240236882
1088,-8716664443826531946
1089,-9205645091197548271
1090,-8524520775043227731
1091,-8632498737793140197
1092,-2231255040323356264
1093,2559867111571777749
1094,6079416308647770220
1095,-7540523511313728400
1096,-569341035925123774
1097,-6016415104482292182
1098,-1583878640825361845
1099,1056689224530692256
1100,-1206147883600225423
1101,-7735651719455933820
1102,6091921849695313384
1103,2360178808011239821
1104,-7769274399261820206
1105,4428148672626320833
1106,1620257492883071440
1107,-4590430272962707071
1108,-5423846739462410101
1109,836642399155869076
1110,-7128850649987289758
1111,6860737513402971250
1112,7809738860759320700
1113,2164502432318996853
1114,-2982766727048699689
1115,3198111679433927531
1116,7011511313708699738
1117,7847201221681160225
1118,-7161052962462701149
1119,-7250663524262443355
1120,-1020585348368777012
1121,-1766880296159910312
1122,4999326863344300791
1123,3610952115243511976
1124,-3869400343994499140
1125,-4442019291911240531
1126,3781517442833188681
1127,2259489701964878842
1128,3253562311921263399
1129,5416490314717562081
1130,5406027401754510505
1131,-2490839146372108138
1132,1881690997483711583
1133,-4964494294620324473
1134,-242741936495282180
1135,-8545184470818576379
1136,395937639874086192
1137,-7962045710476217568
1138,-4075415980093875746
1139,-5235317150879700529
1140,-4498445842577775035
1141,3661959019961603381
1142,8399811505889684607
1143,8045892847872528264
1144,-5495063783914174276
1145,140805241385352492
1146,2195225273286390687
1147,-6853709245806733511
1148,-1291152380450900857
1149,-2558410965214666266
1150,1052872047402580097
1151,-1371508652548089146
1152,-4191086155502434720
1153,5162181496749330558
1154,697271465410437073
1155,-918765655057558339
1156,-4856949507734966091
1157,-9105987440015885683
1158,8211166719562134311
1159,-1514305033982831722
1160,-8926408346984341352
1161,7906129382900310580
1162,-6621037777093697895
1163,-5033309793490699106
1164,138350499349347566
1165,1834910065356063214
1166,-2842528287122680978
1167,-6837231357697003542
1168,-5203822595876879424
1169,-3290017544157521344
1170,-2707081968043765830
1171,-1351462401524912611
1172,-4718010582022757541
1173,572504427156263196
1174,-8318939914450418416
1175,-2613945996139557797
1176,354355258166647488
1177,4234934507595482452
1178,-5632849020376596837
1179,2692831151360189691
1180,-6945638252174367938
1181,-6233371231488827566
1182,-5999311319498903815
1183,-2741147956947566995
1184,-7154018940731021955
1185,9082672769149623570
1186,3959228215334328335
1187,-4707359984110825897
1188,-1032421229388084233
1189,7941945764660330836
1190,-8820748864131020749
1191,-4660967967664722680
1192,1163698300701833861
1193,-5090617459275013448
1194,2924557770001720646
1195,295605710244051482
1196,5468694325636284850
1197,7135632829085849775
1198,6489880256975247938
1199,7848066198054528305
1200,3438579031794104320
1201,-7773880518172398064
1202,5949490114935384478
1203,6831344869054760278
1204,1325375832615301911
1205,-1197316307589085003
1206,-2113457110213885120
1207,3479920970275204168
1208,2852745882288321496
1209,-5508546343589234097
1210,6068713481977958274
1211,-7832151541918636760
1212,-3930020914536201582
1213,7938775826682381023
1214,-6846003257721017991
1215,-5900827902138664551
1216,1707818179687077702
1217,4999170782536381780
1218,4216724243933228708
1219,-7804296101691453441
1220,5114774694231696234
1221,3196302945715438511
1222,-6573776541139656849
1223,-1051884239595163608
1224,-9201434269962947628
1225,6175955660096718966
1226,-2780807603852921235
1227,2870458796986146833
1228,-5415429702506628947
1229,6691978035504004061
1230,8831596746367083356
1231,5447822007460485698
1232,2086975844680200909
1233,4117508908511664857
1234,-3977545686144602756
1235,1687864122952206085
1236,5001291649791899203
1237,-3127469159859162581
1238,5607274318122269302
1239,-2196360646630927782
1240,2766406483634994707
1241,6001432542209529896
1242,-1225665788832824551
1243,-7448093538825065280
1244,6941388663947079093
1245,-6469026045772465017
1246,-134444954475286235
1247,6098995646268604662
1248,-5310507954009907753
1249,-2337407650989487177
1250,-7335663706624405686
1251,7782931817263113498
1252,-5032458690631658803
1253,7072935210130772208
1254,6108476490649069275
1255,-4504769644116095928
1256,8800920500221513335
1257,3961642681914525820
1258,-3648794190937671404
1259,4303299291839821558
1260,-6409276047897135512
1261,6706326472132837148
1262,5539244613011165244
1263,8026817445213593849
1264,4955214194037426666
1265,4568272394246300521
1266,1245027825547138345
1267,3247822544392457380
1268,4629091466546322894
1269,-846870034785203422
1270,2808068418888027555
1271,-4504408780759680717
1272,5270263905402375062
1273,7875513327408424684
1274,7623705599913680561
1275,9001535336323280322
1276,8148230113887615434
1277,-3226587119532232016
1278,-7564284302549979268
1279,5121714725013891059
1280,1355852166866236806
1281,705251024346388288
1282,1094986154482173549
1283,-693857378320999581
1284,3088545897272131465
1285,-7605181491355097139
1286,6474089263750492894
1287,-8821315644463021716
1288,-731724229519721204
1289,2504252816637206522
1290,-6146386480685526946
1291,3516007766582934269
1292,6875489759019721144
1293,6573478957977731178
1294,3735978467003852551
1295,2197905768528648571
1296,6970524797840922916
1297,272696607041469418
1298,775926758426714921
1299,4393336023852018373
1300,3758067143012675964
1301,7102818890309647918
1302,7386419580828642414
1303,-7191373873808720784
1304,-111551438068834975
1305,-5176293202722075432
1306,8903033819152860387
1307,2373475788746916158
1308,5907466802378219187
1309,-2240158186138787615
1310,-2604653705697599625
1311,3528238084034279981
1312,6664579352223691898
1313,2553255108184190915
1314,-741137653586573455
1315,-8265384200306226835
